date,state,confirmed,deaths,recovered,active
2021-06-19,Kerala,1724.0,103.0,560.0,1061
2021-01-12,Rajasthan,2079.0,157.0,428.0,1494
2020-08-22,Delhi,3057.0,193.0,2549.0,315
2020-11-19,Maharashtra,4150.0,102.0,1481.0,2567
2020-08-25,Andhra Pradesh,0.0,92.0,3079.0,291
2021-01-22,Odisha,3310.0,66.0,0.0,122
2020-12-13,Haryana,3191.0,45.0,2538.0,608
2020-03-07,Uttar Pradesh,4425.0,6.0,2198.0,2221
2021-07-27,Gujarat,1920.0,46.0,708.0,1166
2021-08-14,West Bengal,804.0,165.0,255.0,384
2021-02-27,Kerala,4688.0,157.0,2679.0,1852
2021-08-08,Maharashtra,4616.0,39.0,4033.0,544
2021-12-26,Karnataka,441.0,28.0,108.0,305
2021-02-19,Punjab,40.0,165.0,33.0,-158
2021-02-05,Punjab,4052.0,26.0,3896.0,130
2021-05-29,Tamil Nadu,2953.0,0.0,701.0,2080
2020-12-17,Delhi,4889.0,28.0,148.0,4713
2020-10-13,Rajasthan,1333.0,97.0,54.0,1182
2020-07-26,Karnataka,1762.0,80.0,957.0,725
2020-12-21,Madhya Pradesh,1240.0,60.0,0.0,242
2020-08-19,West Bengal,1458.0,101.0,865.0,492
2021-01-24,Maharashtra,3640.0,54.0,1520.0,2066
2020-05-20,Tamil Nadu,1750.0,117.0,975.0,658
2021-07-02,Punjab,46.0,31.0,9.0,6
2021-01-29,Uttar Pradesh,628.0,6.0,136.0,486
2021-03-07,Telangana,934.0,0.0,442.0,347
2020-06-06,West Bengal,130.0,36.0,107.0,-13
2020-11-27,West Bengal,0.0,120.0,265.0,3126
2021-10-06,Maharashtra,4494.0,48.0,963.0,3483
2021-05-14,Kerala,3415.0,10.0,1085.0,2320
2021-09-26,Karnataka,0.0,109.0,0.0,446
2021-07-30,Rajasthan,1796.0,53.0,1070.0,673
2021-07-03,Bihar,2466.0,177.0,849.0,1440
2020-05-28,Rajasthan,2376.0,67.0,1933.0,376
2021-12-09,Odisha,1218.0,152.0,737.0,329
2020-10-12,Bihar,0.0,123.0,0.0,-114
2021-01-10,Tamil Nadu,1711.0,27.0,972.0,712
2021-01-17,Punjab,1591.0,39.0,39.0,1513
2020-05-31,Rajasthan,1704.0,12.0,362.0,1330
2020-03-07,West Bengal,556.0,57.0,30.0,469
2020-05-21,Telangana,2403.0,0.0,588.0,1814
2020-10-19,Maharashtra,0.0,103.0,699.0,1262
2021-10-07,Uttar Pradesh,1247.0,62.0,571.0,614
2020-10-28,Karnataka,4826.0,191.0,1040.0,3595
2020-09-26,Rajasthan,2353.0,13.0,703.0,1637
2020-03-07,West Bengal,28.0,138.0,0.0,-110
2021-06-25,Punjab,1453.0,28.0,515.0,910
2020-05-14,Odisha,1823.0,129.0,1710.0,-16
2021-05-14,West Bengal,988.0,20.0,302.0,666
2021-07-20,Delhi,4665.0,123.0,0.0,3609
2020-11-26,West Bengal,2255.0,26.0,0.0,622
2021-09-13,Bihar,4444.0,191.0,692.0,3561
2020-09-22,Haryana,3344.0,125.0,1259.0,1960
2021-07-14,Kerala,116.0,129.0,87.0,-100
2021-01-14,Haryana,4433.0,109.0,3566.0,758
2020-05-25,Kerala,2720.0,0.0,1951.0,602
2021-10-10,Haryana,917.0,102.0,193.0,622
2021-05-02,Punjab,0.0,60.0,0.0,1201
2020-11-19,Gujarat,3911.0,177.0,1883.0,1851
2020-09-24,Karnataka,899.0,133.0,0.0,453
2020-03-12,Haryana,2134.0,11.0,1560.0,563
2021-11-21,Rajasthan,2356.0,182.0,2335.0,-161
2021-01-06,Andhra Pradesh,2920.0,58.0,1737.0,1125
2021-01-26,Uttar Pradesh,3888.0,93.0,1748.0,2047
2021-03-17,West Bengal,955.0,151.0,561.0,243
2021-09-29,Andhra Pradesh,2382.0,161.0,1797.0,424
2020-10-23,Delhi,529.0,39.0,20.0,470
2020-12-23,Uttar Pradesh,939.0,13.0,0.0,593
2021-03-16,Kerala,1646.0,13.0,0.0,1130
2020-03-28,Madhya Pradesh,0.0,162.0,1252.0,699
2020-12-28,Uttar Pradesh,3466.0,9.0,629.0,2828
2020-07-11,Maharashtra,2360.0,63.0,2003.0,294
2021-12-02,Haryana,0.0,36.0,19.0,913
2020-08-08,Bihar,1008.0,178.0,205.0,625
2020-10-03,Haryana,3868.0,184.0,3110.0,574
2020-07-29,Karnataka,4403.0,79.0,1969.0,2355
2021-12-29,Rajasthan,4612.0,85.0,1198.0,3329
2020-07-23,Gujarat,3719.0,46.0,2791.0,882
2020-07-25,Maharashtra,3124.0,47.0,1092.0,1985
2021-10-06,Telangana,3232.0,168.0,1112.0,1952
2021-10-31,Karnataka,3173.0,131.0,1637.0,1405
2021-01-25,Odisha,3712.0,87.0,821.0,2804
2021-10-26,Telangana,1440.0,48.0,0.0,657
2020-03-03,Haryana,3865.0,71.0,2863.0,931
2020-12-29,Tamil Nadu,3364.0,43.0,1763.0,1558
2021-05-01,Bihar,1004.0,20.0,0.0,578
2020-04-20,Karnataka,3854.0,67.0,788.0,2999
2021-09-15,Tamil Nadu,2541.0,26.0,1692.0,823
2020-03-02,Gujarat,4016.0,76.0,2691.0,1249
2020-08-06,Uttar Pradesh,3654.0,190.0,2359.0,1105
2021-03-20,Kerala,1708.0,105.0,558.0,1045
2020-03-26,Madhya Pradesh,4616.0,14.0,9.0,4593
2020-08-01,Maharashtra,4954.0,36.0,4145.0,773
2021-05-13,Delhi,4676.0,174.0,1584.0,2918
2021-12-15,Andhra Pradesh,2466.0,198.0,1546.0,722
2021-01-14,Gujarat,4358.0,84.0,3729.0,545
2020-12-05,Uttar Pradesh,4795.0,45.0,3602.0,1148
2021-02-16,Karnataka,72.0,0.0,69.0,-132
2021-05-02,Tamil Nadu,3610.0,159.0,2196.0,1255
2020-11-14,Punjab,341.0,69.0,129.0,143
2020-06-24,Haryana,661.0,43.0,441.0,177
2021-11-08,Andhra Pradesh,2493.0,0.0,632.0,1704
2021-12-16,Delhi,236.0,0.0,91.0,123
2021-11-23,Maharashtra,285.0,0.0,83.0,54
2021-06-03,Andhra Pradesh,1523.0,141.0,480.0,902
2021-05-23,Madhya Pradesh,4930.0,179.0,1725.0,3026
2020-07-21,Bihar,4437.0,59.0,243.0,4135
2020-08-05,Delhi,3287.0,157.0,133.0,2997
2021-09-29,Delhi,4225.0,162.0,1985.0,2078
2021-01-30,Haryana,4917.0,124.0,2946.0,1847
2021-08-19,Tamil Nadu,4223.0,95.0,4187.0,-59
2020-04-12,Kerala,4349.0,0.0,2710.0,1510
2021-03-17,Gujarat,3850.0,177.0,1276.0,2397
2021-01-23,Tamil Nadu,1179.0,189.0,882.0,108
2020-06-09,Rajasthan,1382.0,123.0,819.0,440
2021-11-18,Tamil Nadu,767.0,6.0,154.0,607
2020-08-30,Haryana,4481.0,61.0,2293.0,2127
2020-05-04,Tamil Nadu,0.0,0.0,2385.0,519
2021-01-02,Bihar,4278.0,116.0,2557.0,1605
2021-05-10,Madhya Pradesh,3493.0,41.0,2068.0,1384
2020-07-07,Madhya Pradesh,571.0,47.0,28.0,496
2020-09-16,West Bengal,78.0,144.0,59.0,-125
2020-07-26,Tamil Nadu,4327.0,57.0,1950.0,2320
2021-09-14,West Bengal,3562.0,185.0,0.0,2093
2021-03-03,Telangana,3291.0,80.0,1246.0,1965
2020-07-27,Gujarat,3747.0,139.0,1882.0,1726
2020-12-13,Andhra Pradesh,522.0,9.0,272.0,241
2021-11-16,West Bengal,2837.0,157.0,2003.0,677
2020-06-30,Delhi,1567.0,118.0,38.0,1411
2021-11-28,Tamil Nadu,301.0,103.0,237.0,-39
2021-02-08,Bihar,2581.0,91.0,769.0,1721
2021-04-11,Delhi,4183.0,43.0,460.0,3680
2020-03-19,Kerala,22.0,156.0,6.0,-140
2021-12-16,Punjab,1284.0,2.0,448.0,834
2020-03-10,Madhya Pradesh,1428.0,127.0,301.0,1000
2021-10-19,Karnataka,0.0,89.0,313.0,1879
2020-03-20,Madhya Pradesh,2634.0,143.0,1778.0,713
2021-04-09,Uttar Pradesh,2085.0,173.0,1795.0,117
2021-08-08,Odisha,3586.0,79.0,2745.0,762
2020-08-06,Gujarat,3259.0,0.0,0.0,238
2021-01-08,Haryana,2974.0,99.0,2066.0,809
2021-11-18,Gujarat,1136.0,46.0,970.0,120
2020-04-16,Karnataka,2010.0,142.0,1733.0,135
2021-07-18,Tamil Nadu,499.0,0.0,0.0,302
2021-09-14,Odisha,3986.0,169.0,546.0,3271
2020-05-13,Maharashtra,703.0,0.0,355.0,344
2021-01-07,Maharashtra,2659.0,69.0,1205.0,1385
2021-08-30,Madhya Pradesh,1431.0,107.0,617.0,707
2020-11-05,Gujarat,874.0,184.0,532.0,158
2020-09-19,Gujarat,1171.0,0.0,943.0,86
2020-08-12,Madhya Pradesh,2361.0,20.0,1105.0,1236
2021-03-19,Delhi,0.0,188.0,424.0,1319
2020-12-14,Kerala,4688.0,151.0,0.0,3965
2021-10-31,Maharashtra,1517.0,197.0,609.0,711
2020-06-06,Gujarat,3215.0,111.0,0.0,2670
2021-09-22,West Bengal,610.0,191.0,242.0,177
2020-05-07,Telangana,4979.0,142.0,2791.0,2046
2020-04-27,Madhya Pradesh,0.0,0.0,880.0,2962
2021-09-05,Maharashtra,1011.0,5.0,678.0,328
2021-07-17,Delhi,3657.0,7.0,2555.0,1095
2020-10-24,Telangana,4563.0,197.0,3339.0,1027
2020-04-09,Bihar,2976.0,128.0,1014.0,1834
2021-03-01,Karnataka,1781.0,18.0,543.0,1220
2021-08-15,Odisha,669.0,12.0,161.0,496
2021-08-19,Bihar,2400.0,0.0,1939.0,266
2020-11-20,Odisha,1395.0,177.0,645.0,573
2021-05-31,West Bengal,2772.0,130.0,587.0,2055
2021-04-21,Haryana,980.0,162.0,691.0,127
2020-08-23,Uttar Pradesh,895.0,149.0,272.0,474
2020-11-27,Karnataka,0.0,167.0,247.0,675
2020-12-27,Tamil Nadu,459.0,0.0,38.0,277
2020-11-06,Kerala,2454.0,186.0,1377.0,891
2021-12-19,Delhi,0.0,83.0,1904.0,1930
2020-05-22,Andhra Pradesh,2946.0,0.0,1298.0,1479
2021-11-26,Bihar,4728.0,18.0,2990.0,1720
2020-12-11,Maharashtra,264.0,63.0,160.0,41
2021-01-28,Bihar,0.0,40.0,1731.0,498
2021-11-22,Kerala,3198.0,182.0,0.0,-71
2021-07-07,Andhra Pradesh,1585.0,148.0,1348.0,89
2021-05-19,Madhya Pradesh,1058.0,64.0,1031.0,-37
2021-08-09,Telangana,1896.0,146.0,25.0,1725
2021-12-29,Madhya Pradesh,4274.0,131.0,1846.0,2297
2021-07-05,Kerala,193.0,161.0,90.0,-58
2021-09-24,Madhya Pradesh,4875.0,5.0,729.0,4141
2021-07-07,Andhra Pradesh,1356.0,126.0,0.0,1230
2020-11-23,Odisha,3311.0,160.0,0.0,502
2021-12-30,Uttar Pradesh,0.0,174.0,726.0,2152
2021-11-29,Maharashtra,419.0,81.0,146.0,192
2021-12-15,Delhi,4006.0,1.0,958.0,3047
2020-09-26,Haryana,4658.0,117.0,770.0,3771
2021-02-13,Andhra Pradesh,4008.0,0.0,2466.0,1531
2020-04-18,Haryana,1150.0,152.0,276.0,722
2021-11-24,Tamil Nadu,3259.0,107.0,1889.0,1263
2021-02-23,Uttar Pradesh,2041.0,56.0,1141.0,844
2020-03-07,Tamil Nadu,3267.0,164.0,1591.0,1512
2021-04-23,Gujarat,3054.0,125.0,2442.0,487
2021-09-30,Bihar,4652.0,3.0,1178.0,3471
2020-07-03,Kerala,910.0,29.0,484.0,397
2020-09-17,Kerala,2416.0,28.0,0.0,2312
2020-05-07,Kerala,3140.0,164.0,2352.0,624
2021-09-05,Delhi,1377.0,0.0,1132.0,86
2020-07-17,West Bengal,358.0,67.0,91.0,200
2021-05-09,Karnataka,3170.0,81.0,2151.0,938
2020-12-09,Rajasthan,656.0,100.0,163.0,393
2021-09-10,Kerala,3211.0,0.0,2442.0,621
2021-08-06,Punjab,882.0,146.0,665.0,71
2020-10-14,Punjab,1610.0,160.0,1239.0,211
2020-05-21,Maharashtra,4699.0,178.0,3822.0,699
2021-01-31,Karnataka,0.0,95.0,4935.0,-54
2020-12-12,Haryana,2767.0,0.0,2527.0,127
2021-03-05,Delhi,0.0,0.0,0.0,2174
2020-03-01,Tamil Nadu,2958.0,36.0,140.0,2782
2021-08-29,Karnataka,0.0,190.0,801.0,1250
2021-10-05,Delhi,909.0,0.0,684.0,38
2021-12-17,Gujarat,0.0,161.0,2369.0,-108
2021-05-25,Uttar Pradesh,2951.0,119.0,1590.0,1242
2021-12-30,Madhya Pradesh,436.0,12.0,20.0,404
2020-03-23,Uttar Pradesh,1589.0,51.0,659.0,879
2020-03-22,Rajasthan,2307.0,58.0,1494.0,755
2021-02-17,Rajasthan,1264.0,92.0,1177.0,-5
2021-03-25,Rajasthan,888.0,63.0,156.0,669
2021-05-02,Gujarat,818.0,140.0,82.0,596
2021-06-14,Punjab,1948.0,160.0,0.0,-63
2020-10-21,Tamil Nadu,928.0,23.0,875.0,30
2021-12-12,Karnataka,1316.0,41.0,912.0,363
2021-07-09,Telangana,226.0,104.0,123.0,-1
2021-08-10,Gujarat,4744.0,72.0,3237.0,1435
2020-08-09,Odisha,3976.0,7.0,3334.0,635
2021-07-01,West Bengal,0.0,0.0,355.0,4381
2021-12-10,Kerala,2100.0,73.0,557.0,1470
2021-04-13,Bihar,739.0,121.0,187.0,431
2020-06-12,Maharashtra,3675.0,0.0,1995.0,1495
2021-04-25,Gujarat,3462.0,152.0,32.0,3278
2021-09-06,Andhra Pradesh,0.0,134.0,4402.0,43
2020-04-14,Rajasthan,3285.0,58.0,643.0,2584
2020-05-18,Odisha,1241.0,3.0,1127.0,111
2021-08-22,Telangana,277.0,16.0,58.0,203
2020-12-26,Bihar,460.0,180.0,455.0,-175
2021-09-15,Maharashtra,3173.0,0.0,1723.0,1269
2020-03-05,Gujarat,2295.0,53.0,1696.0,546
2021-07-31,Haryana,0.0,7.0,492.0,617
2021-12-28,Bihar,3563.0,69.0,2319.0,1175
2021-01-26,Haryana,356.0,0.0,273.0,-5
2021-11-10,Karnataka,882.0,28.0,570.0,284
2020-11-02,Gujarat,519.0,140.0,361.0,18
2021-10-14,Uttar Pradesh,4282.0,83.0,3671.0,528
2021-11-03,Karnataka,3583.0,155.0,3326.0,102
2021-10-24,Rajasthan,2837.0,100.0,348.0,2389
2020-11-02,Rajasthan,666.0,33.0,498.0,135
2021-11-19,Karnataka,1629.0,162.0,1382.0,85
2020-05-30,Karnataka,1105.0,67.0,960.0,78
2021-01-09,Punjab,3786.0,40.0,104.0,3642
2021-10-01,Madhya Pradesh,4804.0,138.0,2871.0,1795
2020-09-15,West Bengal,2038.0,70.0,153.0,1815
2021-11-18,Telangana,3180.0,135.0,0.0,445
2020-11-26,Bihar,4066.0,164.0,1920.0,1982
2021-08-18,Gujarat,2583.0,3.0,289.0,2291
2020-11-09,Tamil Nadu,4276.0,0.0,824.0,3391
2021-03-26,Rajasthan,3156.0,0.0,211.0,2885
2021-07-24,Kerala,4515.0,168.0,1988.0,2359
2021-04-15,Andhra Pradesh,205.0,184.0,125.0,-104
2020-11-09,Gujarat,0.0,138.0,479.0,-97
2021-11-25,Madhya Pradesh,2964.0,100.0,2800.0,64
2020-09-10,Rajasthan,4199.0,14.0,3494.0,691
2021-01-07,Haryana,0.0,161.0,762.0,2741
2021-07-28,Tamil Nadu,3408.0,62.0,560.0,2786
2021-06-17,Delhi,3854.0,99.0,0.0,2188
2021-07-01,Delhi,4173.0,57.0,1824.0,2292
2020-08-15,Delhi,2386.0,192.0,1476.0,718
2021-12-19,Delhi,2763.0,79.0,890.0,1794
2021-03-11,Gujarat,3093.0,114.0,312.0,2667
2021-10-16,Andhra Pradesh,3250.0,0.0,3195.0,-16
2021-04-05,West Bengal,2949.0,96.0,0.0,2337
2020-04-19,Haryana,3951.0,0.0,725.0,3208
2020-05-23,Odisha,3765.0,134.0,3662.0,-31
2020-03-29,Karnataka,0.0,104.0,568.0,2089
2021-01-19,Punjab,1341.0,168.0,1105.0,68
2021-03-22,Bihar,4873.0,97.0,207.0,4569
2020-12-20,Uttar Pradesh,4314.0,156.0,0.0,2640
2021-06-26,Karnataka,2414.0,65.0,1437.0,912
2021-06-24,Madhya Pradesh,4655.0,0.0,4195.0,391
2020-11-21,Madhya Pradesh,4916.0,0.0,4757.0,81
2020-03-25,Haryana,283.0,192.0,67.0,24
2020-10-23,Madhya Pradesh,2093.0,105.0,175.0,1813
2020-04-12,Rajasthan,2424.0,40.0,2217.0,167
2021-06-23,Telangana,0.0,109.0,68.0,2607
2021-01-08,Haryana,1184.0,74.0,337.0,773
2021-05-17,Karnataka,2366.0,76.0,1993.0,297
2021-07-03,Haryana,2556.0,133.0,294.0,2129
2020-09-03,Rajasthan,2817.0,188.0,362.0,2267
2021-08-31,Bihar,1358.0,91.0,0.0,1205
2020-07-13,Andhra Pradesh,0.0,106.0,821.0,2717
2020-06-29,Kerala,1637.0,0.0,1364.0,236
2021-11-11,Uttar Pradesh,0.0,195.0,68.0,539
2020-12-02,Madhya Pradesh,60.0,62.0,57.0,-59
2021-03-24,Andhra Pradesh,1571.0,109.0,1200.0,262
2020-03-06,Madhya Pradesh,2156.0,34.0,661.0,1461
2021-04-18,Andhra Pradesh,2942.0,28.0,1700.0,1214
2021-04-05,Odisha,3318.0,103.0,596.0,2619
2021-04-18,Maharashtra,720.0,125.0,234.0,361
2020-10-20,Delhi,3611.0,10.0,2253.0,1348
2021-04-16,Haryana,2410.0,136.0,18.0,2256
2021-07-12,Gujarat,0.0,128.0,2977.0,1131
2020-12-20,Odisha,2687.0,87.0,2064.0,536
2020-06-11,Maharashtra,820.0,192.0,752.0,-124
2021-11-19,Odisha,2463.0,25.0,1403.0,1035
2021-07-18,Odisha,1621.0,79.0,424.0,1118
2021-12-19,Delhi,4008.0,0.0,3854.0,-18
2021-03-19,Delhi,2607.0,193.0,2581.0,-167
2020-03-03,Delhi,0.0,63.0,39.0,103
2021-06-22,Punjab,2666.0,95.0,0.0,1674
2021-07-17,Odisha,4814.0,47.0,1955.0,2812
2021-06-23,Uttar Pradesh,3385.0,98.0,2532.0,755
2020-10-06,Telangana,1925.0,156.0,1465.0,304
2021-07-03,Karnataka,3556.0,61.0,2985.0,510
2020-04-28,Rajasthan,954.0,129.0,605.0,220
2021-07-27,Punjab,3249.0,139.0,370.0,2740
2021-07-18,Kerala,4334.0,194.0,2725.0,1415
2021-03-13,Tamil Nadu,922.0,99.0,902.0,-79
2021-02-03,Uttar Pradesh,3940.0,83.0,203.0,3654
2021-04-09,Odisha,607.0,0.0,590.0,-145
2021-03-01,Rajasthan,3575.0,156.0,454.0,2965
2021-09-01,Kerala,2735.0,26.0,1675.0,1034
2021-02-14,Odisha,3726.0,143.0,2300.0,1283
2021-07-21,Kerala,0.0,85.0,165.0,2600
2020-09-23,Uttar Pradesh,3839.0,185.0,3426.0,228
2021-09-24,Karnataka,4478.0,18.0,2730.0,1730
2021-12-11,Uttar Pradesh,2587.0,196.0,1338.0,1053
2021-06-11,Punjab,1037.0,31.0,188.0,818
2021-12-05,Tamil Nadu,3414.0,168.0,570.0,2676
2020-11-15,Andhra Pradesh,1678.0,103.0,405.0,1170
2021-05-08,Karnataka,1135.0,160.0,374.0,601
2021-12-03,Kerala,3255.0,89.0,1117.0,2049
2021-08-20,Kerala,1610.0,0.0,0.0,536
2021-11-30,Haryana,2387.0,115.0,1167.0,1105
2020-08-02,Rajasthan,3327.0,72.0,2978.0,277
2020-11-19,Madhya Pradesh,0.0,94.0,0.0,252
2020-05-03,Maharashtra,924.0,0.0,493.0,285
2020-04-19,Karnataka,2775.0,137.0,563.0,2075
2020-12-21,Rajasthan,4331.0,55.0,1942.0,2334
2021-12-10,West Bengal,4134.0,27.0,636.0,3471
2020-08-13,Gujarat,2430.0,87.0,30.0,2313
2020-11-21,Kerala,1447.0,0.0,237.0,1083
2020-11-02,Maharashtra,0.0,56.0,1462.0,1264
2021-08-12,Andhra Pradesh,3442.0,0.0,1422.0,1853
2021-03-28,Andhra Pradesh,4135.0,147.0,3802.0,186
2020-09-27,Kerala,226.0,47.0,17.0,162
2020-10-15,Rajasthan,1881.0,13.0,1630.0,238
2021-06-29,Bihar,3262.0,165.0,2167.0,930
2021-04-10,Gujarat,2294.0,71.0,1853.0,370
2020-05-15,Bihar,826.0,30.0,348.0,448
2021-10-17,Haryana,3558.0,126.0,3477.0,-45
2021-01-31,Karnataka,1973.0,163.0,480.0,1330
2021-06-16,West Bengal,1724.0,15.0,886.0,823
2021-07-11,Andhra Pradesh,1756.0,0.0,1361.0,302
2021-06-10,Rajasthan,142.0,0.0,0.0,-144
2021-12-09,Karnataka,1717.0,110.0,1024.0,583
2021-06-24,West Bengal,3308.0,184.0,2951.0,173
2020-07-17,Haryana,2662.0,170.0,2320.0,172
2021-03-25,Rajasthan,4437.0,177.0,492.0,3768
2020-07-27,Bihar,1473.0,62.0,103.0,1308
2020-03-28,Kerala,4033.0,37.0,3190.0,806
2020-04-27,Karnataka,307.0,57.0,287.0,-37
2021-02-18,West Bengal,4891.0,128.0,1961.0,2802
